"","experiment","fam_or_test","subject_num","block_num","test_type","fam_duration","LT","exclude","age","sex"
"856","C","test",12,4,"fam","4",7.767,FALSE,245,"F"
"857","C","fam",12,6,"nov","4",19.201,FALSE,245,"F"
"858","C","test",12,6,"nov","4",6.137,FALSE,245,"F"
"859","C","fam",12,3,"nov","6",28.962,FALSE,245,"F"
"860","C","test",12,3,"nov","6",22.527,FALSE,245,"F"
"861","C","fam",12,5,"fam","6",27.481,FALSE,245,"F"
"862","C","test",12,5,"fam","6",18.914,FALSE,245,"F"
"863","C","fam",13,5,"nov","2",9.999,TRUE,291,"M"
"864","C","test",13,5,"nov","2",8.527,TRUE,291,"M"
"865","C","fam",13,6,"fam","2",9.999,TRUE,291,"M"
"866","C","test",13,6,"fam","2",10.95,TRUE,291,"M"
"867","C","fam",13,1,"nov","4",19.999,TRUE,291,"M"
"868","C","test",13,1,"nov","4",58.883,TRUE,291,"M"
"869","C","fam",13,3,"fam","4",19.999,TRUE,291,"M"
"870","C","test",13,3,"fam","4",27.252,TRUE,291,"M"
"871","C","fam",13,2,"fam","6",29.999,TRUE,291,"M"
"872","C","test",13,2,"fam","6",37.846,TRUE,291,"M"
"873","C","fam",13,4,"nov","6",29.999,TRUE,291,"M"
"874","C","test",13,4,"nov","6",8.61,TRUE,291,"M"
"875","C","fam",14,4,"fam","2",9.08,FALSE,226,"F"
"876","C","test",14,4,"fam","2",5.153,FALSE,226,"F"
"877","C","fam",14,6,"nov","2",5.714,FALSE,226,"F"
"878","C","test",14,6,"nov","2",4.402,FALSE,226,"F"
"879","C","fam",14,3,"nov","4",16.146,FALSE,226,"F"
"880","C","test",14,3,"nov","4",3.783,FALSE,226,"F"
"881","C","fam",14,5,"fam","4",6.372,FALSE,226,"F"
"882","C","test",14,5,"fam","4",4.491,FALSE,226,"F"
"883","C","fam",14,1,"fam","6",27.594,FALSE,226,"F"
"884","C","test",14,1,"fam","6",20.922,FALSE,226,"F"
"885","C","fam",14,2,"nov","6",26.124,FALSE,226,"F"
"886","C","test",14,2,"nov","6",17.969,FALSE,226,"F"
"887","C","fam",15,2,"fam","2",9.999,FALSE,309,"F"
"888","C","test",15,2,"fam","2",8.356,FALSE,309,"F"
"889","C","fam",15,4,"nov","2",9.999,FALSE,309,"F"
"890","C","test",15,4,"nov","2",0.146000000000001,TRUE,309,"F"
"891","C","fam",15,5,"nov","4",18.124,FALSE,309,"F"
"892","C","test",15,5,"nov","4",3.241,FALSE,309,"F"
"893","C","fam",15,6,"fam","4",13.179,TRUE,309,"F"
"894","C","test",15,6,"fam","4",1.499,TRUE,309,"F"
"895","C","fam",15,1,"nov","6",19.431,TRUE,309,"F"
"896","C","test",15,1,"nov","6",6.271,TRUE,309,"F"
"897","C","fam",15,3,"fam","6",25.321,FALSE,309,"F"
"898","C","test",15,3,"fam","6",7.281,FALSE,309,"F"
"899","C","fam",16,3,"nov","2",3.958,FALSE,233,"M"
"900","C","test",16,3,"nov","2",1.798,TRUE,233,"M"
"901","C","fam",16,5,"fam","2",7.841,FALSE,233,"M"
"902","C","test",16,5,"fam","2",2.779,FALSE,233,"M"
"903","C","fam",16,1,"fam","4",18.192,FALSE,233,"M"
"904","C","test",16,1,"fam","4",15.127,FALSE,233,"M"
"905","C","fam",16,2,"nov","4",14.738,FALSE,233,"M"
"906","C","test",16,2,"nov","4",9.577,FALSE,233,"M"
"907","C","fam",16,4,"fam","6",3.677,FALSE,233,"M"
"908","C","test",16,4,"fam","6",1.843,TRUE,233,"M"
"909","C","fam",16,6,"nov","6",6.641,FALSE,233,"M"
"910","C","test",16,6,"nov","6",5.921,FALSE,233,"M"
"911","C","fam",17,1,"nov","2",9.999,FALSE,313,"F"
"912","C","test",17,1,"nov","2",22.591,FALSE,313,"F"
"913","C","fam",17,3,"fam","2",9.999,FALSE,313,"F"
"914","C","test",17,3,"fam","2",13.796,FALSE,313,"F"
"915","C","fam",17,2,"fam","4",19.999,FALSE,313,"F"
"916","C","test",17,2,"fam","4",8.554,FALSE,313,"F"
"917","C","fam",17,4,"nov","4",12.756,FALSE,313,"F"
"918","C","test",17,4,"nov","4",19.516,FALSE,313,"F"
"919","C","fam",17,5,"nov","6",23.409,FALSE,313,"F"
"920","C","test",17,5,"nov","6",5.089,FALSE,313,"F"
"921","C","fam",17,6,"fam","6",20.509,FALSE,313,"F"
"922","C","test",17,6,"fam","6",44.354,FALSE,313,"F"
"923","C","fam",18,2,"fam","2",9.999,FALSE,257,"M"
"924","C","test",18,2,"fam","2",41.688,FALSE,257,"M"
"925","C","fam",18,4,"nov","2",9.999,FALSE,257,"M"
"926","C","test",18,4,"nov","2",24.517,FALSE,257,"M"
"927","C","fam",18,5,"nov","4",14.872,FALSE,257,"M"
"928","C","test",18,5,"nov","4",7.232,FALSE,257,"M"
"929","C","fam",18,6,"fam","4",17.702,FALSE,257,"M"
"930","C","test",18,6,"fam","4",8.482,FALSE,257,"M"
"931","C","fam",18,1,"nov","6",29.999,FALSE,257,"M"
"932","C","test",18,1,"nov","6",59.201,FALSE,257,"M"
"933","C","fam",18,3,"fam","6",29.6,FALSE,257,"M"
"934","C","test",18,3,"fam","6",21.562,FALSE,257,"M"
"935","C","fam",19,3,"nov","2",9.121,FALSE,258,"F"
"936","C","test",19,3,"nov","2",2.045,FALSE,258,"F"
"937","C","fam",19,5,"fam","2",7.029,FALSE,258,"F"
"938","C","test",19,5,"fam","2",12.909,FALSE,258,"F"
"939","C","fam",19,1,"fam","4",1.39,TRUE,258,"F"
"940","C","test",19,1,"fam","4",9.671,FALSE,258,"F"
"941","C","fam",19,2,"nov","4",19.999,FALSE,258,"F"
"942","C","test",19,2,"nov","4",2.617,FALSE,258,"F"
"943","C","fam",19,4,"fam","6",20.759,FALSE,258,"F"
"944","C","test",19,4,"fam","6",17.432,FALSE,258,"F"
"945","C","fam",19,6,"nov","6",21.688,FALSE,258,"F"
"946","C","test",19,6,"nov","6",15.016,FALSE,258,"F"
"947","C","fam",20,1,"fam","2",9.999,FALSE,253,"F"
"948","C","test",20,1,"fam","2",13.952,FALSE,253,"F"
"949","C","fam",20,2,"nov","2",9.999,FALSE,253,"F"
"950","C","test",20,2,"nov","2",8.181,FALSE,253,"F"
"951","C","fam",20,4,"fam","4",19.999,FALSE,253,"F"
"952","C","test",20,4,"fam","4",14.98,FALSE,253,"F"
"953","C","fam",20,6,"nov","4",19.64,FALSE,253,"F"
"954","C","test",20,6,"nov","4",7.149,FALSE,253,"F"
"955","C","fam",20,3,"nov","6",29.999,FALSE,253,"F"
"956","C","test",20,3,"nov","6",19.28,FALSE,253,"F"
"957","C","fam",20,5,"fam","6",29.999,FALSE,253,"F"
"958","C","test",20,5,"fam","6",34.291,FALSE,253,"F"
"959","C","fam",21,5,"nov","2",9.481,FALSE,239,"M"
"960","C","test",21,5,"nov","2",6.546,FALSE,239,"M"
"961","C","fam",21,6,"fam","2",9.999,FALSE,239,"M"
"962","C","test",21,6,"fam","2",22.241,FALSE,239,"M"
"963","C","fam",21,1,"nov","4",18.124,FALSE,239,"M"
"964","C","test",21,1,"nov","4",5.111,FALSE,239,"M"
"965","C","fam",21,3,"fam","4",18.962,FALSE,239,"M"
"966","C","test",21,3,"fam","4",10.776,FALSE,239,"M"
"967","C","fam",21,2,"fam","6",26.929,FALSE,239,"M"
"968","C","test",21,2,"fam","6",15.641,FALSE,239,"M"
"969","C","fam",21,4,"nov","6",23.586,FALSE,239,"M"
"970","C","test",21,4,"nov","6",0.422000000000001,TRUE,239,"M"
"971","C","fam",22,1,"fam","2",9.999,FALSE,308,"M"
"972","C","test",22,1,"fam","2",28.353,FALSE,308,"M"
"973","C","fam",22,2,"nov","2",8.801,FALSE,308,"M"
"974","C","test",22,2,"nov","2",4.062,FALSE,308,"M"
"975","C","fam",22,4,"fam","4",8.206,FALSE,308,"M"
"976","C","test",22,4,"fam","4",3.882,FALSE,308,"M"
"977","C","fam",22,6,"nov","4",4.271,FALSE,308,"M"
"978","C","test",22,6,"nov","4",4.681,FALSE,308,"M"
"979","C","fam",22,3,"nov","6",18.341,FALSE,308,"M"
"980","C","test",22,3,"nov","6",7.42,FALSE,308,"M"
"981","C","fam",22,5,"fam","6",7.54,FALSE,308,"M"
"982","C","test",22,5,"fam","6",3.26,FALSE,308,"M"
"983","C","fam",23,5,"nov","2",9.999,FALSE,294,"F"
"984","C","test",23,5,"nov","2",29.96,FALSE,294,"F"
"985","C","fam",23,6,"fam","2",9.999,FALSE,294,"F"
"986","C","test",23,6,"fam","2",40.292,FALSE,294,"F"
"987","C","fam",23,1,"nov","4",19.48,FALSE,294,"F"
"988","C","test",23,1,"nov","4",15.953,FALSE,294,"F"
"989","C","fam",23,3,"fam","4",19.999,FALSE,294,"F"
"990","C","test",23,3,"fam","4",13.896,FALSE,294,"F"
"991","C","fam",23,2,"fam","6",29.92,FALSE,294,"F"
"992","C","test",23,2,"fam","6",32.669,FALSE,294,"F"
"993","C","fam",23,4,"nov","6",25.963,FALSE,294,"F"
"994","C","test",23,4,"nov","6",53.265,FALSE,294,"F"
"995","C","fam",24,4,"fam","2",9.999,FALSE,261,"M"
"996","C","test",24,4,"fam","2",6.236,FALSE,261,"M"
"997","C","fam",24,6,"nov","2",6.202,FALSE,261,"M"
"998","C","test",24,6,"nov","2",20.722,FALSE,261,"M"
"999","C","fam",24,3,"nov","4",8.594,FALSE,261,"M"
"1000","C","test",24,3,"nov","4",1.835,TRUE,261,"M"
"1001","C","fam",24,5,"fam","4",19.999,FALSE,261,"M"
"1002","C","test",24,5,"fam","4",17.828,FALSE,261,"M"
"1003","C","fam",24,1,"fam","6",29.999,FALSE,261,"M"
"1004","C","test",24,1,"fam","6",34.849,FALSE,261,"M"
"1005","C","fam",24,2,"nov","6",29.999,FALSE,261,"M"
"1006","C","test",24,2,"nov","6",8.909,FALSE,261,"M"
"1007","C","fam",25,1,"nov","2",9.999,TRUE,265,"M"
"1008","C","test",25,1,"nov","2",12.684,TRUE,265,"M"
"1009","C","fam",25,3,"fam","2",9.999,TRUE,265,"M"
"1010","C","test",25,3,"fam","2",15.16,TRUE,265,"M"
"1011","C","fam",25,2,"fam","4",19.999,TRUE,265,"M"
"1012","C","test",25,2,"fam","4",12.902,TRUE,265,"M"
"1013","C","fam",25,4,"nov","4",19.999,TRUE,265,"M"
"1014","C","test",25,4,"nov","4",18.776,TRUE,265,"M"
"1015","C","fam",25,5,"nov","6",28,TRUE,265,"M"
"1016","C","test",25,5,"nov","6",11.868,TRUE,265,"M"
"1017","C","fam",25,6,"fam","6",8.633,TRUE,265,"M"
"1018","C","test",25,6,"fam","6",6.994,TRUE,265,"M"
"1019","C","fam",26,1,"nov","2",5.59,TRUE,339,"M"
"1020","C","test",26,1,"nov","2",3.393,TRUE,339,"M"
"1021","C","fam",26,3,"fam","2",0.481,TRUE,339,"M"
"1022","C","test",26,3,"fam","2",0.917999999999999,TRUE,339,"M"
"1023","C","fam",26,2,"fam","4",11.735,TRUE,339,"M"
"1024","C","test",26,2,"fam","4",6.135,TRUE,339,"M"
"1025","C","fam",26,4,"nov","4",0.478999999999999,TRUE,339,"M"
"1026","C","test",26,4,"nov","4",6.759,TRUE,339,"M"
"1027","C","fam",26,5,"nov","6",0.280999999999999,TRUE,339,"M"
"1028","C","test",26,5,"nov","6",5.487,TRUE,339,"M"
"1029","C","fam",26,6,"fam","6",5.888,TRUE,339,"M"
"1030","C","test",26,6,"fam","6",2.009,TRUE,339,"M"
"1031","C","fam",27,1,"nov","2",4.792,FALSE,303,"M"
"1032","C","test",27,1,"nov","2",36.908,FALSE,303,"M"
"1033","C","fam",27,3,"fam","2",9.999,FALSE,303,"M"
"1034","C","test",27,3,"fam","2",8.534,FALSE,303,"M"
"1035","C","fam",27,2,"fam","4",19.999,FALSE,303,"M"
"1036","C","test",27,2,"fam","4",20.018,FALSE,303,"M"
"1037","C","fam",27,4,"nov","4",2.221,TRUE,303,"M"
"1038","C","test",27,4,"nov","4",0.760999999999999,TRUE,303,"M"
"1039","C","fam",27,5,"nov","6",5.534,TRUE,303,"M"
"1040","C","test",27,5,"nov","6",3.968,TRUE,303,"M"
"1041","C","fam",27,6,"fam","6",0.143,TRUE,303,"M"
"1042","C","test",27,6,"fam","6",0.05,TRUE,303,"M"
"1043","C","fam",28,2,"fam","2",9.999,FALSE,302,"M"
"1044","C","test",28,2,"fam","2",6.142,FALSE,302,"M"
"1045","C","fam",28,4,"nov","2",9.999,FALSE,302,"M"
"1046","C","test",28,4,"nov","2",9.022,FALSE,302,"M"
"1047","C","fam",28,5,"nov","4",19.68,FALSE,302,"M"
"1048","C","test",28,5,"nov","4",5.232,FALSE,302,"M"
"1049","C","fam",28,6,"fam","4",16.481,FALSE,302,"M"
"1050","C","test",28,6,"fam","4",3.014,FALSE,302,"M"
"1051","C","fam",28,1,"nov","6",28.393,FALSE,302,"M"
"1052","C","test",28,1,"nov","6",24.321,FALSE,302,"M"
"1053","C","fam",28,3,"fam","6",8.821,FALSE,302,"M"
"1054","C","test",28,3,"fam","6",6.881,FALSE,302,"M"
"1055","C","fam",29,1,"fam","2",9.999,FALSE,297,"F"
"1056","C","test",29,1,"fam","2",60,FALSE,297,"F"
"1057","C","fam",29,2,"nov","2",9.999,FALSE,297,"F"
"1058","C","test",29,2,"nov","2",58.081,FALSE,297,"F"
"1059","C","fam",29,4,"fam","4",19.999,FALSE,297,"F"
"1060","C","test",29,4,"fam","4",19.354,FALSE,297,"F"
"1061","C","fam",29,6,"nov","4",15.801,TRUE,297,"F"
"1062","C","test",29,6,"nov","4",4.646,TRUE,297,"F"
"1063","C","fam",29,3,"nov","6",29.999,FALSE,297,"F"
"1064","C","test",29,3,"nov","6",21.528,FALSE,297,"F"
"1065","C","fam",29,5,"fam","6",29.522,FALSE,297,"F"
"1066","C","test",29,5,"fam","6",6.386,FALSE,297,"F"
"1067","C","fam",30,1,"nov","2",9.999,FALSE,231,"M"
"1068","C","test",30,1,"nov","2",15.992,FALSE,231,"M"
"1069","C","fam",30,3,"fam","2",8.96,FALSE,231,"M"
"1070","C","test",30,3,"fam","2",4.647,FALSE,231,"M"
"1071","C","fam",30,2,"fam","4",18.645,FALSE,231,"M"
"1072","C","test",30,2,"fam","4",14.837,FALSE,231,"M"
"1073","C","fam",30,4,"nov","4",11.261,FALSE,231,"M"
"1074","C","test",30,4,"nov","4",6.194,FALSE,231,"M"
"1075","C","fam",30,5,"nov","6",24.123,FALSE,231,"M"
"1076","C","test",30,5,"nov","6",4.992,FALSE,231,"M"
"1077","C","fam",30,6,"fam","6",16.619,FALSE,231,"M"
"1078","C","test",30,6,"fam","6",6.219,FALSE,231,"M"
"1079","C","fam",31,3,"nov","2",2.242,TRUE,252,"M"
"1080","C","test",31,3,"nov","2",4.765,FALSE,252,"M"
"1081","C","fam",31,5,"fam","2",8.044,TRUE,252,"M"
"1082","C","test",31,5,"fam","2",3.897,FALSE,252,"M"
"1083","C","fam",31,1,"fam","4",13.452,FALSE,252,"M"
"1084","C","test",31,1,"fam","4",2.952,FALSE,252,"M"
"1085","C","fam",31,2,"nov","4",1.782,TRUE,252,"M"
"1086","C","test",31,2,"nov","4",0.05,TRUE,252,"M"
"1087","C","fam",31,4,"fam","6",6.056,FALSE,252,"M"
"1088","C","test",31,4,"fam","6",4.377,FALSE,252,"M"
"1089","C","fam",31,6,"nov","6",17.61,FALSE,252,"M"
"1090","C","test",31,6,"nov","6",6.35,FALSE,252,"M"
"1091","C","fam",32,5,"nov","2",0.728,TRUE,275,"M"
"1092","C","test",32,5,"nov","2",9.808,FALSE,275,"M"
"1093","C","fam",32,6,"fam","2",9.999,FALSE,275,"M"
"1094","C","test",32,6,"fam","2",5.818,FALSE,275,"M"
"1095","C","fam",32,1,"nov","4",19.999,FALSE,275,"M"
"1096","C","test",32,1,"nov","4",0.630000000000003,TRUE,275,"M"
"1097","C","fam",32,3,"fam","4",19.72,FALSE,275,"M"
"1098","C","test",32,3,"fam","4",7.32,FALSE,275,"M"
"1099","C","fam",32,2,"fam","6",28.92,FALSE,275,"M"
"1100","C","test",32,2,"fam","6",10.184,FALSE,275,"M"
"1101","C","fam",32,4,"nov","6",16.955,FALSE,275,"M"
"1102","C","test",32,4,"nov","6",8.714,FALSE,275,"M"
"1103","C","fam",33,4,"fam","2",9.162,FALSE,270,"F"
"1104","C","test",33,4,"fam","2",23.559,FALSE,270,"F"
"1105","C","fam",33,6,"nov","2",9.999,FALSE,270,"F"
"1106","C","test",33,6,"nov","2",14.155,FALSE,270,"F"
"1107","C","fam",33,3,"nov","4",19.999,FALSE,270,"F"
"1108","C","test",33,3,"nov","4",13.941,FALSE,270,"F"
"1109","C","fam",33,5,"fam","4",19.999,FALSE,270,"F"
"1110","C","test",33,5,"fam","4",14.462,FALSE,270,"F"
"1111","C","fam",33,1,"fam","6",28.48,FALSE,270,"F"
"1112","C","test",33,1,"fam","6",3.35,FALSE,270,"F"
"1113","C","fam",33,2,"nov","6",29.999,FALSE,270,"F"
"1114","C","test",33,2,"nov","6",28.656,FALSE,270,"F"
"1115","C","fam",34,2,"fam","2",9.999,FALSE,279,"M"
"1116","C","test",34,2,"fam","2",6.675,FALSE,279,"M"
"1117","C","fam",34,4,"nov","2",9.999,TRUE,279,"M"
"1118","C","test",34,4,"nov","2",44.027,TRUE,279,"M"
"1119","C","fam",34,5,"nov","4",19.999,TRUE,279,"M"
"1120","C","test",34,5,"nov","4",49.409,TRUE,279,"M"
"1121","C","fam",34,6,"fam","4",19.999,FALSE,279,"M"
"1122","C","test",34,6,"fam","4",31.395,FALSE,279,"M"
"1123","C","fam",34,1,"nov","6",27.842,FALSE,279,"M"
"1124","C","test",34,1,"nov","6",14.418,FALSE,279,"M"
"1125","C","fam",34,3,"fam","6",27.028,FALSE,279,"M"
"1126","C","test",34,3,"fam","6",3.001,FALSE,279,"M"
"1127","C","fam",35,4,"fam","2",6.922,TRUE,278,"M"
"1128","C","test",35,4,"fam","2",4.321,TRUE,278,"M"
"1129","C","fam",35,6,"nov","2",2.895,TRUE,278,"M"
"1130","C","test",35,6,"nov","2",8.015,TRUE,278,"M"
"1131","C","fam",35,3,"nov","4",8.825,TRUE,278,"M"
"1132","C","test",35,3,"nov","4",1.842,TRUE,278,"M"
"1133","C","fam",35,5,"fam","4",13.2,TRUE,278,"M"
"1134","C","test",35,5,"fam","4",7.449,TRUE,278,"M"
"1135","C","fam",35,1,"fam","6",11.151,TRUE,278,"M"
"1136","C","test",35,1,"fam","6",5.11,TRUE,278,"M"
"1137","C","fam",35,2,"nov","6",17.054,TRUE,278,"M"
"1138","C","test",35,2,"nov","6",5.535,TRUE,278,"M"
"1139","C","fam",36,3,"nov","2",8.202,TRUE,239,"M"
"1140","C","test",36,3,"nov","2",16.731,TRUE,239,"M"
"1141","C","fam",36,5,"fam","2",4.662,TRUE,239,"M"
"1142","C","test",36,5,"fam","2",2.727,TRUE,239,"M"
"1143","C","fam",36,1,"fam","4",14.97,TRUE,239,"M"
"1144","C","test",36,1,"fam","4",36.38,TRUE,239,"M"
"1145","C","fam",36,2,"nov","4",18.269,TRUE,239,"M"
"1146","C","test",36,2,"nov","4",14.741,TRUE,239,"M"
"1147","C","fam",36,4,"fam","6",6.126,TRUE,239,"M"
"1148","C","test",36,4,"fam","6",3.126,TRUE,239,"M"
"1149","C","fam",36,6,"nov","6",1.602,TRUE,239,"M"
"1150","C","test",36,6,"nov","6",1.845,TRUE,239,"M"
"1151","C","fam",37,5,"nov","2",9.999,FALSE,263,"M"
"1152","C","test",37,5,"nov","2",26,FALSE,263,"M"
"1153","C","fam",37,6,"fam","2",9.88,FALSE,263,"M"
"1154","C","test",37,6,"fam","2",28.868,FALSE,263,"M"
"1155","C","fam",37,1,"nov","4",19.999,FALSE,263,"M"
"1156","C","test",37,1,"nov","4",57.724,FALSE,263,"M"
"1157","C","fam",37,3,"fam","4",19.999,FALSE,263,"M"
"1158","C","test",37,3,"fam","4",4.388,FALSE,263,"M"
"1159","C","fam",37,2,"fam","6",27.681,FALSE,263,"M"
"1160","C","test",37,2,"fam","6",32.649,FALSE,263,"M"
"1161","C","fam",37,4,"nov","6",29.361,TRUE,263,"M"
"1162","C","test",37,4,"nov","6",8.9,TRUE,263,"M"
